,node_818.1_harmonico_60,node_818.1_harmonico_180,node_818.1_harmonico_300,node_818.1_harmonico_420,node_818.1_harmonico_540,node_818.1_harmonico_660,node_818.1_harmonico_780,node_818.1_harmonico_900,node_818.1_harmonico_1020,node_818.1_harmonico_1140,node_818.1_harmonico_1260,node_818.1_harmonico_1380,node_818.1_harmonico_1500
0,41828.84761552223,41828.84761552223,41828.84761552223,41828.84761552223,41828.84761552223,41828.84761552223,41828.84761552223,41828.84761552223,41828.84761552223,41828.84761552223,41828.84761552223,41828.84761552223,41828.84761552223
1,41828.90384044887,41828.90384044887,41828.90384044887,41828.90384044887,41828.90384044887,41828.90384044887,41828.90384044887,41828.90384044887,41828.90384044887,41828.90384044887,41828.90384044887,41828.90384044887,41828.90384044887
2,41828.89683682343,41828.89683682343,41828.89683682343,41828.89683682343,41828.89683682343,41828.89683682343,41828.89683682343,41828.89683682343,41828.89683682343,41828.89683682343,41828.89683682343,41828.89683682343,41828.89683682343
3,15094.723008828365,15094.723008828365,15094.723008828365,15094.723008828365,15094.723008828365,15094.723008828365,15094.723008828365,15094.723008828365,15094.723008828365,15094.723008828365,15094.723008828365,15094.723008828365,15094.723008828365
4,15094.740802228445,15094.740802228445,15094.740802228445,15094.740802228445,15094.740802228445,15094.740802228445,15094.740802228445,15094.740802228445,15094.740802228445,15094.740802228445,15094.740802228445,15094.740802228445,15094.740802228445
5,15094.768968273427,15094.768968273427,15094.768968273427,15094.768968273427,15094.768968273427,15094.768968273427,15094.768968273427,15094.768968273427,15094.768968273427,15094.768968273427,15094.768968273427,15094.768968273427,15094.768968273427
6,15058.047277579955,15058.047277579955,15058.047277579955,15058.047277579955,15058.047277579955,15058.047277579955,15058.047277579955,15058.047277579955,15058.047277579955,15058.047277579955,15058.047277579955,15058.047277579955,15058.047277579955
7,15072.463757041647,15072.463757041647,15072.463757041647,15072.463757041647,15072.463757041647,15072.463757041647,15072.463757041647,15072.463757041647,15072.463757041647,15072.463757041647,15072.463757041647,15072.463757041647,15072.463757041647
8,15072.173273229257,15072.173273229257,15072.173273229257,15072.173273229257,15072.173273229257,15072.173273229257,15072.173273229257,15072.173273229257,15072.173273229257,15072.173273229257,15072.173273229257,15072.173273229257,15072.173273229257
9,15033.345242377163,15033.345242377163,15033.345242377163,15033.345242377163,15033.345242377163,15033.345242377163,15033.345242377163,15033.345242377163,15033.345242377163,15033.345242377163,15033.345242377163,15033.345242377163,15033.345242377163
10,15058.200176380207,15058.200176380207,15058.200176380207,15058.200176380207,15058.200176380207,15058.200176380207,15058.200176380207,15058.200176380207,15058.200176380207,15058.200176380207,15058.200176380207,15058.200176380207,15058.200176380207
11,15057.412208440865,15057.412208440865,15057.412208440865,15057.412208440865,15057.412208440865,15057.412208440865,15057.412208440865,15057.412208440865,15057.412208440865,15057.412208440865,15057.412208440865,15057.412208440865,15057.412208440865
12,14570.600954954358,14570.600954954358,14570.600954954358,14570.600954954358,14570.600954954358,14570.600954954358,14570.600954954358,14570.600954954358,14570.600954954358,14570.600954954358,14570.600954954358,14570.600954954358,14570.600954954358
13,14805.44314355193,14805.44314355193,14805.44314355193,14805.44314355193,14805.44314355193,14805.44314355193,14805.44314355193,14805.44314355193,14805.44314355193,14805.44314355193,14805.44314355193,14805.44314355193,14805.44314355193
14,14789.055747734335,14789.055747734335,14789.055747734335,14789.055747734335,14789.055747734335,14789.055747734335,14789.055747734335,14789.055747734335,14789.055747734335,14789.055747734335,14789.055747734335,14789.055747734335,14789.055747734335
15,14803.318942224561,14803.318942224561,14803.318942224561,14803.318942224561,14803.318942224561,14803.318942224561,14803.318942224561,14803.318942224561,14803.318942224561,14803.318942224561,14803.318942224561,14803.318942224561,14803.318942224561
16,14032.53278499228,14032.53278499228,14032.53278499228,14032.53278499228,14032.53278499228,14032.53278499228,14032.53278499228,14032.53278499228,14032.53278499228,14032.53278499228,14032.53278499228,14032.53278499228,14032.53278499228
17,14527.785505498017,14527.785505498017,14527.785505498017,14527.785505498017,14527.785505498017,14527.785505498017,14527.785505498017,14527.785505498017,14527.785505498017,14527.785505498017,14527.785505498017,14527.785505498017,14527.785505498017
18,14471.046434130301,14471.046434130301,14471.046434130301,14471.046434130301,14471.046434130301,14471.046434130301,14471.046434130301,14471.046434130301,14471.046434130301,14471.046434130301,14471.046434130301,14471.046434130301,14471.046434130301
19,13605.415338267087,13605.415338267087,13605.415338267087,13605.415338267087,13605.415338267087,13605.415338267087,13605.415338267087,13605.415338267087,13605.415338267087,13605.415338267087,13605.415338267087,13605.415338267087,13605.415338267087
20,14308.51012956372,14308.51012956372,14308.51012956372,14308.51012956372,14308.51012956372,14308.51012956372,14308.51012956372,14308.51012956372,14308.51012956372,14308.51012956372,14308.51012956372,14308.51012956372,14308.51012956372
21,14217.75330862979,14217.75330862979,14217.75330862979,14217.75330862979,14217.75330862979,14217.75330862979,14217.75330862979,14217.75330862979,14217.75330862979,14217.75330862979,14217.75330862979,14217.75330862979,14217.75330862979
22,14792.35124504559,14792.35124504559,14792.35124504559,14792.35124504559,14792.35124504559,14792.35124504559,14792.35124504559,14792.35124504559,14792.35124504559,14792.35124504559,14792.35124504559,14792.35124504559,14792.35124504559
23,14664.06053604761,14664.06053604761,14664.06053604761,14664.06053604761,14664.06053604761,14664.06053604761,14664.06053604761,14664.06053604761,14664.06053604761,14664.06053604761,14664.06053604761,14664.06053604761,14664.06053604761
24,14660.254510336892,14660.254510336892,14660.254510336892,14660.254510336892,14660.254510336892,14660.254510336892,14660.254510336892,14660.254510336892,14660.254510336892,14660.254510336892,14660.254510336892,14660.254510336892,14660.254510336892
25,14792.167323409214,14792.167323409214,14792.167323409214,14792.167323409214,14792.167323409214,14792.167323409214,14792.167323409214,14792.167323409214,14792.167323409214,14792.167323409214,14792.167323409214,14792.167323409214,14792.167323409214
26,14663.943297762173,14663.943297762173,14663.943297762173,14663.943297762173,14663.943297762173,14663.943297762173,14663.943297762173,14663.943297762173,14663.943297762173,14663.943297762173,14663.943297762173,14663.943297762173,14663.943297762173
27,14660.132107253901,14660.132107253901,14660.132107253901,14660.132107253901,14660.132107253901,14660.132107253901,14660.132107253901,14660.132107253901,14660.132107253901,14660.132107253901,14660.132107253901,14660.132107253901,14660.132107253901
28,14786.465659292362,14786.465659292362,14786.465659292362,14786.465659292362,14786.465659292362,14786.465659292362,14786.465659292362,14786.465659292362,14786.465659292362,14786.465659292362,14786.465659292362,14786.465659292362,14786.465659292362
29,14660.308947051519,14660.308947051519,14660.308947051519,14660.308947051519,14660.308947051519,14660.308947051519,14660.308947051519,14660.308947051519,14660.308947051519,14660.308947051519,14660.308947051519,14660.308947051519,14660.308947051519
30,14656.337546144872,14656.337546144872,14656.337546144872,14656.337546144872,14656.337546144872,14656.337546144872,14656.337546144872,14656.337546144872,14656.337546144872,14656.337546144872,14656.337546144872,14656.337546144872,14656.337546144872
31,14773.232708230058,14773.232708230058,14773.232708230058,14773.232708230058,14773.232708230058,14773.232708230058,14773.232708230058,14773.232708230058,14773.232708230058,14773.232708230058,14773.232708230058,14773.232708230058,14773.232708230058
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,14657.004488624803,14657.004488624803,14657.004488624803,14657.004488624803,14657.004488624803,14657.004488624803,14657.004488624803,14657.004488624803,14657.004488624803,14657.004488624803,14657.004488624803,14657.004488624803,14657.004488624803
35,14524.345379979026,14524.345379979026,14524.345379979026,14524.345379979026,14524.345379979026,14524.345379979026,14524.345379979026,14524.345379979026,14524.345379979026,14524.345379979026,14524.345379979026,14524.345379979026,14524.345379979026
36,14535.120640353969,14535.120640353969,14535.120640353969,14535.120640353969,14535.120640353969,14535.120640353969,14535.120640353969,14535.120640353969,14535.120640353969,14535.120640353969,14535.120640353969,14535.120640353969,14535.120640353969
37,14435.890908028887,14435.890908028887,14435.890908028887,14435.890908028887,14435.890908028887,14435.890908028887,14435.890908028887,14435.890908028887,14435.890908028887,14435.890908028887,14435.890908028887,14435.890908028887,14435.890908028887
38,14392.63000059097,14392.63000059097,14392.63000059097,14392.63000059097,14392.63000059097,14392.63000059097,14392.63000059097,14392.63000059097,14392.63000059097,14392.63000059097,14392.63000059097,14392.63000059097,14392.63000059097
39,14521.532385089,14521.532385089,14521.532385089,14521.532385089,14521.532385089,14521.532385089,14521.532385089,14521.532385089,14521.532385089,14521.532385089,14521.532385089,14521.532385089,14521.532385089
40,14646.40883942263,14646.40883942263,14646.40883942263,14646.40883942263,14646.40883942263,14646.40883942263,14646.40883942263,14646.40883942263,14646.40883942263,14646.40883942263,14646.40883942263,14646.40883942263,14646.40883942263
41,14514.346249730937,14514.346249730937,14514.346249730937,14514.346249730937,14514.346249730937,14514.346249730937,14514.346249730937,14514.346249730937,14514.346249730937,14514.346249730937,14514.346249730937,14514.346249730937,14514.346249730937
42,14524.970745178913,14524.970745178913,14524.970745178913,14524.970745178913,14524.970745178913,14524.970745178913,14524.970745178913,14524.970745178913,14524.970745178913,14524.970745178913,14524.970745178913,14524.970745178913,14524.970745178913
43,14390.081334448012,14390.081334448012,14390.081334448012,14390.081334448012,14390.081334448012,14390.081334448012,14390.081334448012,14390.081334448012,14390.081334448012,14390.081334448012,14390.081334448012,14390.081334448012,14390.081334448012
44,14270.470703385607,14270.470703385607,14270.470703385607,14270.470703385607,14270.470703385607,14270.470703385607,14270.470703385607,14270.470703385607,14270.470703385607,14270.470703385607,14270.470703385607,14270.470703385607,14270.470703385607
45,14279.494607816667,14279.494607816667,14279.494607816667,14279.494607816667,14279.494607816667,14279.494607816667,14279.494607816667,14279.494607816667,14279.494607816667,14279.494607816667,14279.494607816667,14279.494607816667,14279.494607816667
46,14383.866745581392,14383.866745581392,14383.866745581392,14383.866745581392,14383.866745581392,14383.866745581392,14383.866745581392,14383.866745581392,14383.866745581392,14383.866745581392,14383.866745581392,14383.866745581392,14383.866745581392
47,14264.379952359579,14264.379952359579,14264.379952359579,14264.379952359579,14264.379952359579,14264.379952359579,14264.379952359579,14264.379952359579,14264.379952359579,14264.379952359579,14264.379952359579,14264.379952359579,14264.379952359579
48,14273.491802314644,14273.491802314644,14273.491802314644,14273.491802314644,14273.491802314644,14273.491802314644,14273.491802314644,14273.491802314644,14273.491802314644,14273.491802314644,14273.491802314644,14273.491802314644,14273.491802314644
49,15074.288435018567,15074.288435018567,15074.288435018567,15074.288435018567,15074.288435018567,15074.288435018567,15074.288435018567,15074.288435018567,15074.288435018567,15074.288435018567,15074.288435018567,15074.288435018567,15074.288435018567
50,14957.74264498279,14957.74264498279,14957.74264498279,14957.74264498279,14957.74264498279,14957.74264498279,14957.74264498279,14957.74264498279,14957.74264498279,14957.74264498279,14957.74264498279,14957.74264498279,14957.74264498279
51,14970.4072488296,14970.4072488296,14970.4072488296,14970.4072488296,14970.4072488296,14970.4072488296,14970.4072488296,14970.4072488296,14970.4072488296,14970.4072488296,14970.4072488296,14970.4072488296,14970.4072488296
52,15041.009142228419,15041.009142228419,15041.009142228419,15041.009142228419,15041.009142228419,15041.009142228419,15041.009142228419,15041.009142228419,15041.009142228419,15041.009142228419,15041.009142228419,15041.009142228419,15041.009142228419
53,14924.484082918005,14924.484082918005,14924.484082918005,14924.484082918005,14924.484082918005,14924.484082918005,14924.484082918005,14924.484082918005,14924.484082918005,14924.484082918005,14924.484082918005,14924.484082918005,14924.484082918005
54,14938.939289428892,14938.939289428892,14938.939289428892,14938.939289428892,14938.939289428892,14938.939289428892,14938.939289428892,14938.939289428892,14938.939289428892,14938.939289428892,14938.939289428892,14938.939289428892,14938.939289428892
55,15002.572903862707,15002.572903862707,15002.572903862707,15002.572903862707,15002.572903862707,15002.572903862707,15002.572903862707,15002.572903862707,15002.572903862707,15002.572903862707,15002.572903862707,15002.572903862707,15002.572903862707
56,14885.526900219329,14885.526900219329,14885.526900219329,14885.526900219329,14885.526900219329,14885.526900219329,14885.526900219329,14885.526900219329,14885.526900219329,14885.526900219329,14885.526900219329,14885.526900219329,14885.526900219329
57,14902.843995072179,14902.843995072179,14902.843995072179,14902.843995072179,14902.843995072179,14902.843995072179,14902.843995072179,14902.843995072179,14902.843995072179,14902.843995072179,14902.843995072179,14902.843995072179,14902.843995072179
58,14996.330356886023,14996.330356886023,14996.330356886023,14996.330356886023,14996.330356886023,14996.330356886023,14996.330356886023,14996.330356886023,14996.330356886023,14996.330356886023,14996.330356886023,14996.330356886023,14996.330356886023
59,14879.463278301106,14879.463278301106,14879.463278301106,14879.463278301106,14879.463278301106,14879.463278301106,14879.463278301106,14879.463278301106,14879.463278301106,14879.463278301106,14879.463278301106,14879.463278301106,14879.463278301106
60,14897.482030076479,14897.482030076479,14897.482030076479,14897.482030076479,14897.482030076479,14897.482030076479,14897.482030076479,14897.482030076479,14897.482030076479,14897.482030076479,14897.482030076479,14897.482030076479,14897.482030076479
61,15001.87887430975,15001.87887430975,15001.87887430975,15001.87887430975,15001.87887430975,15001.87887430975,15001.87887430975,15001.87887430975,15001.87887430975,15001.87887430975,15001.87887430975,15001.87887430975,15001.87887430975
62,14884.587262838797,14884.587262838797,14884.587262838797,14884.587262838797,14884.587262838797,14884.587262838797,14884.587262838797,14884.587262838797,14884.587262838797,14884.587262838797,14884.587262838797,14884.587262838797,14884.587262838797
63,14902.169122177296,14902.169122177296,14902.169122177296,14902.169122177296,14902.169122177296,14902.169122177296,14902.169122177296,14902.169122177296,14902.169122177296,14902.169122177296,14902.169122177296,14902.169122177296,14902.169122177296
64,14993.4035060928,14993.4035060928,14993.4035060928,14993.4035060928,14993.4035060928,14993.4035060928,14993.4035060928,14993.4035060928,14993.4035060928,14993.4035060928,14993.4035060928,14993.4035060928,14993.4035060928
65,14874.162620130883,14874.162620130883,14874.162620130883,14874.162620130883,14874.162620130883,14874.162620130883,14874.162620130883,14874.162620130883,14874.162620130883,14874.162620130883,14874.162620130883,14874.162620130883,14874.162620130883
66,14895.48419059241,14895.48419059241,14895.48419059241,14895.48419059241,14895.48419059241,14895.48419059241,14895.48419059241,14895.48419059241,14895.48419059241,14895.48419059241,14895.48419059241,14895.48419059241,14895.48419059241
