Freq, Harmonic, V1, VAngle1, I1, IAngle1
60, 1.00000, 14524.3, -122.964, 1.53999, -148.357
75, 1.25000, 0.00675571, -42.448, 6.86651E-007, -67.7879
90, 1.50000, 0.00821398, -42.2508, 7.92391E-007, -67.7429
105, 1.75000, 0.00975491, -42.4754, 8.93576E-007, -68.0556
120, 2.00000, 0.0114017, -43.0327, 9.92981E-007, -68.5275
135, 2.25000, 0.0131851, -43.9093, 1.09387E-006, -69.1128
150, 2.50000, 0.0151428, -45.1541, 1.19971E-006, -69.8641
165, 2.75000, 0.0173108, -46.8737, 1.31339E-006, -70.9075
180, 3.00000, 0.0197048, -49.1772, 1.43594E-006, -72.3766
195, 3.25000, 0.0223314, -52.1001, 1.56773E-006, -74.3329
210, 3.50000, 0.0252299, -55.7064, 1.71138E-006, -76.8645
225, 3.75000, 0.0284403, -60.2219, 1.86932E-006, -80.2188
240, 4.00000, 0.0319117, -65.9848, 2.038E-006, -84.753
255, 4.25000, 0.0353968, -73.3269, 2.20214E-006, -90.8149
270, 4.50000, 0.0383468, -82.3962, 2.32964E-006, -98.5664
285, 4.75000, 0.0399617, -92.9063, 2.37611E-006, -107.732
300, 5.00000, 0.0395848, -104.016, 2.3085E-006, -117.481
315, 5.25000, 0.0371988, -114.591, 2.13186E-006, -126.686
330, 5.50000, 0.0334393, -123.672, 1.88671E-006, -134.395
345, 5.75000, 0.0291313, -130.746, 1.62089E-006, -140.099
360, 6.00000, 0.0248913, -135.692, 1.36792E-006, -143.682
375, 6.25000, 0.0210407, -138.58, 1.1437E-006, -145.219
390, 6.50000, 0.0176922, -139.509, 9.52469E-007, -144.811
405, 6.75000, 0.0148553, -138.51, 7.93045E-007, -142.489
420, 7.00000, 0.0125048, -135.517, 6.6272E-007, -138.192
435, 7.25000, 0.0106159, -130.396, 5.5912E-007, -131.785
450, 7.50000, 0.00917808, -123.053, 4.80851E-007, -123.177
465, 7.75000, 0.00819201, -113.658, 4.27315E-007, -112.537
480, 8.00000, 0.00765315, -102.876, 3.97793E-007, -100.531
495, 8.25000, 0.00752864, -91.8388, 3.90233E-007, -88.2926
510, 8.50000, 0.00774963, -81.6768, 4.00856E-007, -76.9508
525, 8.75000, 0.00822864, -73.0411, 4.25031E-007, -67.1572
540, 9.00000, 0.00888424, -66.0477, 4.58525E-007, -59.0277
555, 9.25000, 0.00965397, -60.5059, 4.98132E-007, -52.3719
570, 9.50000, 0.010495, -56.1346, 5.41685E-007, -46.9081
585, 9.75000, 0.0113799, -52.6695, 5.8781E-007, -42.3719
600, 10.00000, 0.0122913, -49.8963, 6.35667E-007, -38.5489
615, 10.25000, 0.0132188, -47.6515, 6.8476E-007, -35.2751
630, 10.50000, 0.014156, -45.8126, 7.34812E-007, -32.4278
645, 10.75000, 0.0150996, -44.2888, 7.85676E-007, -29.9157
660, 11.00000, 0.0160475, -43.0121, 8.37295E-007, -27.6705
675, 11.25000, 0.016999, -41.9313, 8.89663E-007, -25.6406
690, 11.50000, 0.0179541, -41.0075, 9.42808E-007, -23.7868
705, 11.75000, 0.0189131, -40.2108, 9.9678E-007, -22.0788
720, 12.00000, 0.0198768, -39.5179, 1.05164E-006, -20.4928
735, 12.25000, 0.0208459, -38.9106, 1.10747E-006, -19.0102
750, 12.50000, 0.0218214, -38.3743, 1.16435E-006, -17.616
765, 12.75000, 0.0228045, -37.8974, 1.22235E-006, -16.2983
780, 13.00000, 0.0237963, -37.4704, 1.28158E-006, -15.0472
795, 13.25000, 0.024798, -37.0857, 1.34211E-006, -13.8547
810, 13.50000, 0.0258107, -36.7369, 1.40404E-006, -12.7141
825, 13.75000, 0.0268358, -36.4189, 1.46747E-006, -11.6197
840, 14.00000, 0.0278746, -36.1273, 1.5325E-006, -10.5669
855, 14.25000, 0.0289283, -35.8583, 1.59922E-006, -9.55157
870, 14.50000, 0.0299983, -35.609, 1.66775E-006, -8.57035
885, 14.75000, 0.031086, -35.3766, 1.7382E-006, -7.62024
900, 15.00000, 0.032193, -35.159, 1.81067E-006, -6.69866
915, 15.25000, 0.0333206, -34.9542, 1.88529E-006, -5.80337
930, 15.50000, 0.0344705, -34.7606, 1.96218E-006, -4.9324
945, 15.75000, 0.0356443, -34.5767, 2.04148E-006, -4.08402
960, 16.00000, 0.0368438, -34.4014, 2.12332E-006, -3.25669
975, 16.25000, 0.0380707, -34.2335, 2.20785E-006, -2.44905
990, 16.50000, 0.039327, -34.0722, 2.29523E-006, -1.65992
1005, 16.75000, 0.0406148, -33.9166, 2.38561E-006, -0.888209
1020, 17.00000, 0.0419361, -33.7662, 2.47919E-006, -0.132988
1035, 17.25000, 0.0432933, -33.6203, 2.57614E-006, 0.606577
1050, 17.50000, 0.0446889, -33.4785, 2.67667E-006, 1.33121
1065, 17.75000, 0.0461255, -33.3404, 2.78099E-006, 2.04155
1080, 18.00000, 0.0476059, -33.2057, 2.88935E-006, 2.73811
1095, 18.25000, 0.0491331, -33.0742, 3.00199E-006, 3.42135
1110, 18.50000, 0.0507106, -32.9459, 3.11919E-006, 4.09161
1125, 18.75000, 0.0523417, -32.8206, 3.24123E-006, 4.74914
1140, 19.00000, 0.0540303, -32.6986, 3.36844E-006, 5.39409
1155, 19.25000, 0.0557807, -32.5798, 3.50117E-006, 6.02651
