Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
60, 1.00000, 15059, -0.0504782, 15073, -120.067, 15072.9, 119.949, 50.4033, -12.7177, 42.326, -126.938, 39.0813, 118.117
75, 1.25000, 0.791965, 34.9052, 0.700141, -78.2838, 0.784534, 155.747, 1.01936, 174.438, 1.00076, 54.276, 1.00068, -66.6057
90, 1.50000, 0.889835, 37.3974, 0.793313, -74.0142, 0.883953, 158.666, 1.04389, 172.255, 1.02813, 52.4409, 1.02614, -68.6491
105, 1.75000, 1.00292, 38.9255, 0.905037, -70.763, 0.996827, 160.663, 1.0741, 169.964, 1.06225, 50.591, 1.05724, -70.7693
120, 2.00000, 1.13209, 39.5133, 1.03855, -68.4232, 1.12347, 161.888, 1.11034, 167.478, 1.1047, 48.6565, 1.09462, -73.0196
135, 2.25000, 1.27751, 39.1476, 1.19965, -66.9671, 1.265, 162.51, 1.15257, 164.71, 1.15759, 46.5508, 1.13923, -75.4343
150, 2.50000, 1.43632, 37.8174, 1.39645, -66.523, 1.4253, 162.731, 1.19987, 161.592, 1.22348, 44.1373, 1.19292, -78.0343
165, 2.75000, 1.6006, 35.6763, 1.63504, -67.3892, 1.61638, 162.67, 1.25043, 158.133, 1.30414, 41.2109, 1.25973, -80.8784
180, 3.00000, 1.76429, 33.2221, 1.90996, -69.7413, 1.86087, 161.99, 1.30448, 154.459, 1.39825, 37.5895, 1.34561, -84.2096
195, 3.25000, 1.94087, 30.8774, 2.20879, -73.221, 2.1733, 159.873, 1.36767, 150.59, 1.50337, 33.2772, 1.45278, -88.4638
210, 3.50000, 2.15481, 28.2802, 2.53621, -77.3779, 2.54419, 155.888, 1.44536, 146.215, 1.62202, 28.3039, 1.57643, -93.9543
225, 3.75000, 2.41349, 24.7332, 2.91125, -82.3082, 2.95721, 150.119, 1.53579, 140.966, 1.75901, 22.4595, 1.70935, -100.819
240, 4.00000, 2.70572, 19.8462, 3.34385, -88.4748, 3.3935, 142.621, 1.63182, 134.624, 1.91367, 15.3589, 1.84104, -109.202
255, 4.25000, 3.0094, 13.5391, 3.81833, -96.3446, 3.81474, 133.381, 1.72278, 127.112, 2.07398, 6.61604, 1.95167, -119.206
270, 4.50000, 3.29394, 5.93255, 4.27968, -106.139, 4.15228, 122.587, 1.79506, 118.476, 2.21161, -3.96076, 2.01083, -130.669
285, 4.75000, 3.52448, -2.70068, 4.63405, -117.587, 4.32661, 110.895, 1.83398, 108.897, 2.28492, -16.1196, 1.98971, -142.942
300, 5.00000, 3.66874, -11.9848, 4.78986, -129.841, 4.30025, 99.3616, 1.82667, 98.6852, 2.25981, -29.053, 1.8838, -154.978
315, 5.25000, 3.70453, -21.442, 4.71978, -141.77, 4.10949, 88.9682, 1.76651, 88.3206, 2.13547, -41.6649, 1.72011, -165.817
330, 5.50000, 3.63153, -30.5102, 4.47479, -152.461, 3.83031, 80.1913, 1.65923, 78.4043, 1.94461, -53.0479, 1.53616, -175.013
345, 5.75000, 3.4752, -38.7105, 4.13875, -161.482, 3.52708, 73.0212, 1.52237, 69.4425, 1.72927, -62.7577, 1.35847, 177.405
360, 6.00000, 3.27253, -45.8027, 3.78138, -168.822, 3.23569, 67.2237, 1.37592, 61.6786, 1.52028, -70.7667, 1.19899, 171.198
375, 6.25000, 3.05515, -51.7758, 3.44289, -174.697, 2.97091, 62.5288, 1.23439, 55.1138, 1.33296, -77.2774, 1.06069, 166.101
390, 6.50000, 2.84307, -56.7486, 3.13996, -179.384, 2.73642, 58.7011, 1.10535, 49.6167, 1.17166, -82.5623, 0.942509, 161.885
