Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
60, 1.00000, 14952.6, -3.22821, 14889.8, -124.403, 14924.8, 116.066, 0.0050218, 90.4416, 2.07504, -149.369, 0.0043351, -150.743
75, 1.25000, 34.6731, 34.6064, 28.7621, -78.1164, 32.2899, 155.401, 1.38802E-005, 127.9, 0.00408064, -103.016, 1.19111E-005, -110.053
90, 1.50000, 38.9703, 37.043, 32.5911, -73.7372, 36.2979, 158.307, 1.86395E-005, 130.614, 0.0043851, -98.674, 1.61265E-005, -107.159
105, 1.75000, 43.9468, 38.4873, 37.2122, -70.3546, 40.8154, 160.307, 2.44204E-005, 132.405, 0.00475022, -95.254, 2.12506E-005, -105.189
120, 2.00000, 49.639, 38.9419, 42.7888, -67.8738, 45.8313, 161.57, 3.13995E-005, 133.309, 0.00518843, -92.5513, 2.74271E-005, -104.004
135, 2.25000, 56.0314, 38.3668, 49.6107, -66.3001, 51.366, 162.309, 3.97538E-005, 133.338, 0.00572549, -90.5398, 3.48334E-005, -103.457
150, 2.50000, 62.9281, 36.7306, 58.0772, -65.8353, 57.5849, 162.802, 4.96038E-005, 132.508, 0.00639529, -89.4256, 4.37407E-005, -103.395
165, 2.75000, 69.8237, 34.2211, 68.4458, -66.8839, 65.1121, 163.23, 6.09405E-005, 130.942, 0.00721174, -89.6328, 5.46851E-005, -103.75
180, 3.00000, 76.2898, 31.5014, 80.3018, -69.6513, 75.169, 163.12, 7.37921E-005, 128.975, 0.0081198, -91.3897, 6.86118E-005, -104.811
195, 3.25000, 83.0207, 29.2012, 92.8287, -73.6202, 88.4656, 161.337, 8.8769E-005, 126.825, 0.00903559, -94.2019, 8.6413E-005, -107.217
210, 3.50000, 91.4224, 26.9254, 106.153, -78.1433, 104.339, 157.383, 0.000106913, 124.165, 0.00997718, -97.4465, 0.000108333, -111.309
225, 3.75000, 101.983, 23.7668, 121.219, -83.2663, 121.867, 151.502, 0.000128823, 120.492, 0.0110351, -101.194, 0.000134262, -117.063
240, 4.00000, 114.183, 19.2068, 138.584, -89.5002, 140.21, 143.871, 0.000154408, 115.526, 0.0122553, -105.977, 0.000163696, -124.487
